epoch,acc,fmeasure,loss,precision,recall,val_acc,val_fmeasure,val_loss,val_precision,val_recall
0,0.370100273473,0.26922640538,1.87994217564,0.447110473246,0.198116074142,0.481810832684,0.391153094165,1.62952121382,0.565447998461,0.304365400186
1,0.430466930011,0.318649481413,1.65198827161,0.527885344245,0.233971437253,0.440582053355,0.411536372156,1.74145487189,0.51472503778,0.347615198072
2,0.467942874506,0.368616370195,1.51245647865,0.573564683052,0.277321989264,0.511317704171,0.463440472018,1.34892508332,0.637854060413,0.370250606354
3,0.502481515244,0.410460602847,1.41386425518,0.603153959664,0.316519801479,0.561843169005,0.495515141645,1.28693591074,0.657758227065,0.402991107566
4,0.518687329079,0.429776084576,1.36690306416,0.616234380714,0.335561632736,0.550929668577,0.473236462765,1.35613328165,0.628719128229,0.385206143945
5,0.531449407475,0.460616340865,1.31617338996,0.638900420423,0.366048820014,0.583265966095,0.556340008179,1.39818018352,0.634034043469,0.499595796378
6,0.555859414565,0.488927030134,1.2722071305,0.653070085186,0.395928289274,0.588116410671,0.540270748212,1.23089798362,0.659020155765,0.462409054211
7,0.573280664438,0.519523349091,1.2177508511,0.676090774982,0.428137344272,0.57518189177,0.55462346647,1.38717738813,0.622548699042,0.504042037211
8,0.578547553935,0.530232292437,1.19236936666,0.683247824613,0.439380127621,0.569927243379,0.544375048304,1.71233789995,0.637568153049,0.479385610372
9,0.597589385192,0.546260704328,1.14715473763,0.68442735133,0.459839967588,0.589733225642,0.572429913278,1.26821864957,0.645519228307,0.517380759999
10,0.614909348729,0.573350072668,1.10812815813,0.698882933048,0.491643877241,0.615602263589,0.5947439619,1.18131647307,0.694871551102,0.52506063051
0,0.380735338803,0.285455714795,1.85986134664,0.467493309736,0.211182011547,0.487469684745,0.417948335072,1.6301812372,0.605414659146,0.324979789862
1,0.444950876127,0.345949355392,1.59511537809,0.551525028452,0.258077585334,0.472918350855,0.367391715764,1.75791087166,0.539963594371,0.283751010515
2,0.476957358452,0.389312655962,1.49426518523,0.585014228568,0.297275397549,0.51899757497,0.425182537148,1.39708640899,0.660307901129,0.320129345214
3,0.504507241973,0.416400067364,1.40752801798,0.617217680078,0.320267395928,0.575181891673,0.551574219642,1.2955761348,0.646850596924,0.485044462409
4,0.526587663324,0.452878061295,1.33118297201,0.628902904944,0.360072926162,0.560226354179,0.516107671089,1.30099892867,0.64161856982,0.436540016192
5,0.543705054188,0.472542642871,1.29130174155,0.653944071008,0.376278739998,0.568714632271,0.53362209289,1.27978731291,0.64279436352,0.46038803557
6,0.562139167426,0.506922149941,1.24035551169,0.667386185153,0.415375265877,0.605497170574,0.568269788159,1.21282718629,0.691548161046,0.487873888464
7,0.577332117897,0.528112673607,1.19437098322,0.685201640889,0.435733819508,0.621261115602,0.599050284468,1.104548037,0.709695260613,0.523039611989
8,0.590195482629,0.541730983658,1.15923579316,0.689885975222,0.451230628988,0.61398544869,0.610240802711,1.22760487518,0.650996897427,0.575990299135
9,0.605489719437,0.561993185998,1.11305073901,0.699731485056,0.474627772713,0.599434114987,0.596830270227,1.23317477577,0.667872623754,0.542037186838
10,0.617441507141,0.580541445107,1.085369248,0.711581407969,0.495594044363,0.62894098645,0.577271963862,1.12771496863,0.701091476381,0.495553759095
11,0.635470475033,0.598184088836,1.04344937968,0.721888675862,0.516053884331,0.660873080032,0.657143344201,1.01416928757,0.727961563736,0.603071948286
12,0.651676288869,0.619918729498,1.00157101103,0.733537335581,0.540970323103,0.681891673596,0.661870304866,1.03057117017,0.723674160054,0.612772837462
13,0.669806543097,0.640172800153,0.95468082123,0.742484631853,0.567406056923,0.630153597509,0.607858643237,1.1592424005,0.688188924024,0.548100242619
14,0.668489820723,0.646411947744,0.945801765762,0.752325741001,0.571558796718,0.692805173832,0.681394214773,0.919924594745,0.746904516687,0.629749393719
15,0.685708497924,0.668655313161,0.901923999252,0.764351253631,0.59850096222,0.681891673596,0.679510348394,1.0072679153,0.736555619016,0.633791430833
16,0.700192444039,0.676900928172,0.874430619413,0.767747903805,0.609541172896,0.66168148747,0.656078067969,1.02512642753,0.721456696935,0.604688763137
17,0.709915932341,0.692463866751,0.845373146587,0.779680019476,0.627164995442,0.713419563508,0.705346217971,0.956552245247,0.757836412063,0.662894098674
18,0.719335561633,0.703147351072,0.819473625063,0.788677344578,0.638205206118,0.728779304673,0.725237368525,0.903829739738,0.768691837932,0.688763136524
19,0.726223032513,0.712068095584,0.793535819776,0.788440053494,0.652891724906,0.721907841649,0.716027815253,0.983200287857,0.750869233279,0.68593371059
20,0.738883824572,0.726332188329,0.768032401646,0.799134585967,0.669198825078,0.721907841456,0.704440108257,0.892624903564,0.762290253838,0.65804365405
21,0.744353286742,0.736533546139,0.746227572141,0.804871140987,0.682467335156,0.769199676733,0.76981327711,0.755510453072,0.809429689097,0.736459175521
22,0.760356527904,0.750156572932,0.710044359468,0.814849635503,0.698571862656,0.771624898997,0.766980706874,0.753767591647,0.811503555135,0.729991915974
23,0.766332421756,0.758114764723,0.68702671985,0.819181188218,0.708700496303,0.778900565789,0.777269084365,0.734509049087,0.821838767372,0.739692805077
24,0.776967487086,0.772494229987,0.666850722453,0.82867350091,0.726223032513,0.787793047744,0.789869253204,0.732477933337,0.821067457201,0.763136620905
25,0.782842094601,0.777225261545,0.658370967261,0.832250830106,0.731996353692,0.771624898853,0.768389205299,0.824990051233,0.798023025934,0.742522231108
26,0.786994834397,0.780641812389,0.629220357458,0.834092251088,0.73635166616,0.69199676637,0.678219759137,0.965467761964,0.748340628951,0.623282134196
27,0.796110604679,0.786776591637,0.622515047682,0.837419399384,0.744758432088,0.765966046791,0.761915042358,0.777397616071,0.797315372848,0.731608730849
28,0.800263344475,0.793595435928,0.606511401379,0.844826400262,0.750936898612,0.796281325836,0.796042529103,0.730524739144,0.821771334522,0.773241713872
29,0.801174921503,0.795613383542,0.600667244719,0.840876915722,0.757115365137,0.769199676541,0.771779164202,0.821177208722,0.79853332168,0.748585286888
30,0.807150815355,0.801676909708,0.584942302497,0.846631003551,0.763698977008,0.798706548293,0.793427090059,0.708685226419,0.820593811951,0.770008084171
31,0.816064012965,0.810767836017,0.555331517845,0.851183389635,0.776258482731,0.786580436444,0.786824027135,0.66793446297,0.823941399855,0.755052546532
32,0.817785880685,0.813816228536,0.540347105595,0.85440618555,0.779195786488,0.788197251318,0.784529468227,0.741799372839,0.807229575604,0.764349232061
33,0.826800364631,0.823741249047,0.518239826607,0.860152517736,0.792261723893,0.811641067098,0.812079751453,0.834890750549,0.829535893692,0.796281325692
34,0.832067254127,0.82740467273,0.516178703835,0.865937838906,0.794186164286,0.780517380664,0.779685857176,0.857844501324,0.799373414985,0.761924009605
35,0.832978831156,0.826821387291,0.503684688493,0.86252882434,0.795908032006,0.795472918447,0.799453335466,0.756482087949,0.820647855632,0.780517380856
36,0.863972450116,0.863123362083,0.410397076847,0.894306600341,0.835814848577,0.865804365304,0.863785854394,0.501891113595,0.87756003337,0.851253031432
37,0.882203990682,0.880611002101,0.358846182901,0.904923444145,0.858908133293,0.8658043654,0.867053601659,0.523897096491,0.878158195036,0.856911883589
38,0.894662210068,0.892454737028,0.333943376972,0.912688136391,0.874303656425,0.853678253888,0.854238892189,0.585092216224,0.864542896408,0.844785772077
39,0.891826192647,0.893689077531,0.323648490038,0.91359236725,0.875822951484,0.875505254697,0.875830113406,0.545805101276,0.887112961195,0.86540016173
40,0.896991795807,0.897151757021,0.31048071187,0.913689052999,0.882203990682,0.867825383897,0.867169037546,0.691008293434,0.87696038925,0.858124494649
41,0.909753874202,0.909131692268,0.280003881975,0.924458870201,0.895269928087,0.88358932907,0.886270173876,0.528459413334,0.895806054338,0.87752627329
42,0.911171882913,0.910635362144,0.272821376365,0.926065130532,0.896586650461,0.881972514099,0.881997782758,0.577363018028,0.892222114552,0.872675828569
43,0.914109186671,0.914950132491,0.263745340058,0.93059704488,0.900739390256,0.883589328974,0.886709335598,0.576409291371,0.894048484276,0.879951495506
44,0.915020763699,0.913990484211,0.268593941279,0.927705746321,0.901448394612,0.880759903039,0.882039390896,0.603895413714,0.889998846557,0.874696847259
45,0.914007900334,0.914177155357,0.264931633925,0.929154400983,0.90063810392,0.887227162538,0.890017716125,0.548163682126,0.900084691801,0.880759903039
46,0.915122050035,0.914411023077,0.268493723226,0.927609209122,0.902359971628,0.882376717769,0.883975523224,0.622157109523,0.893282520164,0.875505254552
47,0.916945204092,0.916733612904,0.258740618799,0.931633503981,0.903170262332,0.878334680727,0.880904351162,0.575363845356,0.888519727374,0.873888439822
48,0.914007900334,0.912155259553,0.272727375587,0.927707453237,0.898004659171,0.877122069619,0.878390990493,0.615871048163,0.88500211845,0.872271624995
49,0.917249063101,0.917498914567,0.254458985493,0.930664272206,0.90549984807,0.886014551238,0.889237811754,0.553114997733,0.898046497674,0.881164106613
50,0.910361592221,0.911304221072,0.266259558649,0.925435968304,0.898409804505,0.882376717866,0.884249339108,0.570077016402,0.8911075195,0.87793047696
51,0.910260305885,0.910552052757,0.265100482398,0.924615363201,0.897700800162,0.883589329022,0.88511619167,0.563862554545,0.895229508825,0.875909458367
0,0.885951585131,0.883840406845,0.344742733887,0.904028933956,0.865694317837,0.873080032336,0.873293240608,0.582469876205,0.883269816902,0.864187550525
1,0.899017522536,0.89843757544,0.312303328766,0.917523761391,0.881292413653,0.876313661989,0.875752067074,0.565557066336,0.883034993972,0.869037995053
2,0.90063810392,0.901746013444,0.299341562178,0.918622625353,0.88655930315,0.87510105093,0.876829399827,0.562455947482,0.886308303454,0.868229587712
3,0.898814949863,0.899361985391,0.294184368317,0.915410624658,0.884736149093,0.879951495457,0.88106528351,0.521419094675,0.888529498729,0.874292643396
4,0.907626861136,0.909034662064,0.276429527499,0.924489590144,0.894966069077,0.876313661989,0.876738675149,0.641504925807,0.883308312251,0.870654809928
5,0.910462878558,0.910789566828,0.273954877952,0.923906804339,0.898814949863,0.874696847115,0.877061392814,0.535844118276,0.886665127985,0.868229587616
6,0.916033627064,0.91545934396,0.2528140167,0.928918511626,0.903170262332,0.873484235959,0.874902804291,0.599385804639,0.881183355878,0.869037995053
7,0.920692798541,0.919920066467,0.246825206187,0.932669667407,0.908234579155,0.877930477009,0.879635900717,0.612870429828,0.885791278647,0.873888439822
8,0.917249063101,0.917623784566,0.251257670616,0.930055292667,0.906208852426,0.869442198868,0.870529580714,0.627331329757,0.87650614124,0.864995957963
9,0.920996657551,0.920501635362,0.23945432189,0.932614757275,0.909450015181,0.889248181131,0.891536006883,0.47660458324,0.898363938376,0.885206143945
10,0.924035247645,0.925172274132,0.229454748345,0.937357555078,0.914007900334,0.882780921488,0.882224542486,0.537296649481,0.888601456425,0.876313661989
11,0.92130051656,0.921654308095,0.232315200224,0.932995267544,0.911273169249,0.876313662182,0.877932890298,0.555656256677,0.886699774377,0.869846402683
12,0.926972551403,0.92710490687,0.225857482388,0.937195571568,0.91785678112,0.884397736507,0.885627678786,0.518400459446,0.890922739945,0.880759903039
13,0.927175124076,0.926461276392,0.228266346193,0.937209595594,0.916641345083,0.888035569831,0.888706880369,0.522593783249,0.895573008032,0.882376717769
14,0.934062594956,0.93404865574,0.203052876228,0.944768895207,0.924237820318,0.888035569927,0.888569238596,0.530170870525,0.89218539544,0.885206143897
15,0.930618859516,0.931646057746,0.212142980743,0.940497653868,0.923528815963,0.890864995862,0.890663276156,0.509088654158,0.895669246645,0.886014551238
16,0.939532057125,0.940518166028,0.184355645013,0.949324776792,0.932442013572,0.894907033193,0.895349429756,0.499225792233,0.899730531699,0.891269199725
17,0.941760356528,0.941077303647,0.183506495067,0.948568727981,0.934163881292,0.888843977268,0.888693749808,0.515623296021,0.893358622912,0.884397736363
18,0.946216955333,0.945045692682,0.169513223956,0.953331115071,0.93740504406,0.893694421989,0.893714363573,0.519446769911,0.89855641594,0.889248181083
19,0.943482224248,0.943264578054,0.172401156712,0.950937863434,0.936189608022,0.888843977413,0.889754719038,0.50571392603,0.894638848141,0.885206143945
20,0.945811809987,0.947027570291,0.161743856207,0.95525073242,0.939430770789,0.888843977268,0.890013072263,0.544319142484,0.893898449218,0.886418754956
21,0.946216955333,0.94672465037,0.164803252175,0.954816648038,0.939228198116,0.89571544063,0.895642370058,0.507850467707,0.900812257801,0.890864996006
22,0.948445254735,0.947724477481,0.162406929922,0.954638710455,0.941355211182,0.899353273954,0.89889668074,0.494544050509,0.903188718792,0.894907033193
23,0.948850400081,0.94856247544,0.160586885986,0.956058128957,0.941659070191,0.894502829426,0.895519805128,0.502596802671,0.899191593102,0.892077607114
