epoch,acc,loss,val_acc,val_loss
0,0.46306724083782941,1.6164929674097386,0.31530343015778978,1.8040318501656163
1,0.5382577013242873,1.3602386708487024,0.34564643815199114,1.8806455366529702
2,0.5796621398406141,1.2422724157502691,0.29023746705778669,2.0339539818524686
3,0.59324279568692084,1.163522552401469,0.4525065963847027,1.9740905201843986
4,0.61212321963875682,1.0864008727078407,0.50527704501214943,1.4721478223800659
5,0.64027823790606775,1.0216543287502768,0.64116094986807393,0.98306969319295756
6,0.65684001322967711,0.95562909007980634,0.72955145134460331,0.82585154658571713
7,0.68168267646188097,0.90858639238211603,0.75461741409075289,0.77798382446445069
8,0.70221927796582106,0.86783706991828091,0.75461741409075289,0.73434308823935279
9,0.70288174888399824,0.84555701622705504,0.77704485488126651,0.69670431551801182
10,0.7363365352370953,0.77830242652615078,0.79551451203061907,0.60900133911097587
11,0.74991719117224631,0.7498468239996835,0.77836411593771859,0.6517757921231454
12,0.75621066578337193,0.71856883898717994,0.82189973614775724,0.55174872715586409
13,0.76946008610148897,0.68479173382452363,0.81794195234932809,0.55610975725355127
14,0.77608479638887817,0.65876862905245814,0.82981530343007914,0.4935066297375118
15,0.79562769124901978,0.61829007149690351,0.83641160934141257,0.50773460380634716
16,0.79032792323233469,0.60010898474550833,0.84828496057943181,0.46376091005934261
17,0.80887711160662312,0.56775157769099893,0.84696569936571142,0.45243248272697029
18,0.81649552830089278,0.53319789065000589,0.87203166226912932,0.43943143048198369
19,0.81947664794601249,0.53074112274900265,0.85092348269233598,0.43886302572756142
20,0.83537595228234363,0.49240986271858533,0.86807387847070017,0.42721165374589787
21,0.8380258364683747,0.49619193644111381,0.8812664907651715,0.36625273734095226
22,0.85160649219622242,0.45573689365829212,0.87467018453930168,0.3804056375511089
23,0.84100695602465003,0.45638551340667016,0.87071240105540892,0.38817599022608634
24,0.85889367338204547,0.41817746651255561,0.90369393124114872,0.3090870041095487
25,0.86816826773700673,0.41374486087568157,0.88522427440633245,0.36970607881338424
26,0.87313680036370434,0.40473882895939078,0.89313984168865435,0.34312082594137705
27,0.87114938721430935,0.39173432559258659,0.90369393139841692,0.30134753194713776
28,0.87744286185504983,0.36915564273476958,0.89577836411609502,0.33981389381325655
29,0.87678039095661586,0.36769409666258046,0.905013192454869,0.31285077710893977
30,0.885392514176225,0.35447480899484474,0.905013192454869,0.29625980088138326
31,0.89433587290428063,0.3408753498969152,0.92744063308811442,0.2487996284282302
32,0.88804239814508112,0.34119876124934673,0.90765171503957787,0.28198893142171144
33,0.88737992712818814,0.3374398826649545,0.91292876005172729,0.32616018612026226
34,0.89963564103942473,0.30534775664708441,0.92612137203166223,0.23921793253016033
35,0.89831069890692283,0.3066463707327724,0.91556728232189977,0.30525301988568343
36,0.9006293475647642,0.29768545810613223,0.93271767810026385,0.22882242182068194
37,0.90857899976748036,0.27927875828273091,0.920844327176781,0.29841789701525956
38,0.9102351771912538,0.27801822344567373,0.92480211081794195,0.25806712019097522
39,0.90924147068565753,0.27143110675936544,0.93271767810026385,0.25654599860821675
40,0.90493540917456883,0.27410396735136694,0.9287598943018347,0.25889990380461425
41,0.9155349453066548,0.26533992723267219,0.9366754617414248,0.23557251851052283
42,0.91421000329261193,0.25263350055919809,0.92216358839050128,0.27780604497885875
43,0.92348459750937084,0.2463376753256786,0.93007915551555498,0.26595909893512726
44,0.92712818824048471,0.23936632122078175,0.92612137203166223,0.24967847372673077
45,0.92613448161642931,0.22454479830811536,0.93271767810026385,0.25016435802149978
46,0.92414706856575024,0.22230290792050761,0.9366754617414248,0.22893328420015538
47,0.93474660483603844,0.21205561862516262,0.93931398416886547,0.2305645285380665
48,0.93474660491501116,0.21220021307685588,0.93403693931398413,0.22612337887011921
49,0.93872143103611239,0.20467761152526645,0.93799472295514508,0.22785239320341744
50,0.93309042725431957,0.20720409471375059,0.94063324538258575,0.22778386594592484
51,0.93408413381914546,0.19835831447029081,0.94986807387862793,0.22451974262082874
52,0.93275919176561617,0.20085256469490592,0.94063324538258575,0.22298387739325734
53,0.93839019540920676,0.19890036918383316,0.93139841672927537,0.26803867379326307
54,0.9377277245107728,0.19056414192127211,0.93799472279787688,0.21208333734196849
55,0.93474660483603844,0.19552727857047494,0.94063324538258575,0.20735339789914267
56,0.94534614110632664,0.18159670889890916,0.94063324522531755,0.21861883984156208
57,0.93077177883339623,0.20503909600594455,0.93403693915671593,0.2680085011436002
58,0.94368996356409407,0.17637139056821893,0.95118733509234832,0.17308742420423512
59,0.94269625713747041,0.18521470095531639,0.93931398416886547,0.22942219702723513
60,0.94269625713747041,0.18924331658622531,0.94195250659630603,0.24190778198767462
61,0.94037760847962903,0.18452032651528888,0.95514511857624107,0.18709649269451881
62,0.94402119907254056,0.18279699438768887,0.9445910290237467,0.22066032984797748
63,0.93408413389811806,0.19043996846213881,0.94327176781002642,0.22010111243962888
64,0.95395826432593578,0.16011655017235057,0.94327176781002642,0.24213790315102618
65,0.94501490559788004,0.18308205000806937,0.9525065963060686,0.16646423731011517
66,0.94335872803590437,0.17622944148477634,0.94327176781002642,0.23129808923381928
67,0.94667108323882854,0.17025226293395157,0.94327176781002642,0.23382843503394313
68,0.94534614110632664,0.17286605579434897,0.95382585751978888,0.20047963410247324
69,0.95031467373302414,0.16359983151639759,0.94063324538258575,0.21545346479096247
70,0.94865849628950749,0.16935269280394485,0.93799472311241328,0.22038671191496711
71,0.94898973177821089,0.16207451130744438,0.9525065963060686,0.20731267336225212
72,0.94501490557813694,0.17003642322212389,0.94986807387862793,0.24026000504639972
73,0.94600861212321963,0.15989405506714049,0.94854881266490765,0.21337259755074231
74,0.95329579330904268,0.15062942426453049,0.94986807387862793,0.18852377860956779
75,0.94832726068234519,0.16304753586259968,0.94722955145118737,0.24777669341138767
76,0.94898973169923817,0.15075797058762838,0.94722955145118737,0.20802582351068197
77,0.95163961576681022,0.15286810384059474,0.9525065963060686,0.18696041191045912
78,0.95031467373302414,0.16183551642877173,0.94195250659630603,0.25416548926589672
79,0.95428949983438227,0.1482871767453067,0.96306068601583117,0.14804254963718808
80,0.95495197094999118,0.14890283469077412,0.95382585736252068,0.20795977417143716
81,0.95462073544154458,0.14358180011590216,0.94591029039473518,0.2432086861404863
82,0.95296455780059619,0.14189758720249679,0.94986807387862793,0.18612003952294273
83,0.95064590924147063,0.15130896440547659,0.95382585751978888,0.17096153016651841
84,0.95230208688241913,0.15475514103695825,0.94195250659630603,0.23550386790377836
85,0.95859556144418678,0.13353386633752118,0.94327176781002642,0.21732711060203633
86,0.95263332227240649,0.15527994165696146,0.94986807372135973,0.17897752845428863
87,0.95660814839350783,0.13800883143165424,0.94854881266490765,0.21717227816503093
88,0.9526333222921497,0.15237109070756688,0.95382585736252068,0.19847546173824798
89,0.95197085137397253,0.14484004513460819,0.94591029023746698,0.2286097309146676
90,0.95462073534282876,0.1447714993785098,0.95646437994722955,0.1843841998275163
91,0.94998343832329357,0.15274402813608973,0.94195250659630603,0.22731708902816503
92,0.96058297459358177,0.13706442533087437,0.95646437994722955,0.19542693397850977
93,0.95296455780059619,0.13812065629936995,0.95514511857624107,0.20605874668049939
94,0.95693938400067013,0.13985744585122994,0.95514511873350927,0.19181941780151116
95,0.95892679695263328,0.13391806173893189,0.94854881250763945,0.19862719236978754
96,0.95097714484863305,0.14770857853560149,0.94591029023746698,0.208975794366352
97,0.95992050347797286,0.13691189918702862,0.9525065963060686,0.19282534264831613
98,0.95958926806824218,0.12988772844194221,0.9366754615841566,0.22709776607088961
99,0.95992050357668868,0.13186986064745046,0.94327176781002642,0.22882557009029789
