epoch,acc,loss,val_acc,val_loss
0,0.73121482954637695,0.87823200660878875,0.11904761904761904,2.1281596012216397
1,0.9553128103474362,0.16816084582613858,0.455026455026455,2.2276138388921343
2,0.98775239986759356,0.056948060888115125,0.28306878306878308,2.281101486670277
epoch,acc,loss,val_acc,val_loss
0,0.41476332341271177,1.7968998913810728,0.1111111111111111,2.2408852451062078
1,0.50347567040649566,1.5019514193324923,0.1111111111111111,3.1826796708283602
2,0.54253558436200855,1.3342639948508077,0.11375661375661375,2.8938083800058516
3,0.5749751738821659,1.2264512695645859,0.1164021164021164,2.6973985830942788
4,0.60311155256472138,1.112539230613115,0.10714285714285714,4.4765300851650336
5,0.6689837802644204,0.95304180592426757,0.10582010582010581,3.6321133822991105
6,0.67957629927812291,0.89923401715068063,0.11243386243386243,2.7132883626947959
7,0.72922873224733842,0.77098702999662383,0.10846560846560846,2.7742209876025163
8,0.7474346243557809,0.704190606650277,0.3306878306878307,2.4577639821975952
9,0.77490897059874675,0.65894768714352348,0.26719576719576721,2.593245087477265
epoch,acc,loss,val_acc,val_loss
0,0.34359483617656633,2.0573082790197974,0.1111111111111111,3.492271582285563
1,0.40516385310771885,1.7744050198775654,0.1111111111111111,4.1085252711381859
epoch,acc,loss,val_acc,val_loss
0,0.40681893413763731,1.7732471366151206,0.19312169312169311,1.9380171879258736
1,0.48659384317723225,1.5215752023768243,0.19047619047619047,2.5682371684483121
2,0.5150612381190427,1.4328011555294453,0.11375661375661375,2.6282631152521367
3,0.54121151937431389,1.3573828975083377,0.1164021164021164,3.0858557779322227
4,0.554783184474685,1.3158370664047903,0.10714285714285714,3.050568832922234
