epoch,acc,loss,val_acc,val_loss
0,0.18880423986386605,22.782908877776766,0.24934036947177393,2.01038095126995
1,0.25869493214607869,21.158400020365605,0.35224274414195861,1.9061691713836388
2,0.3345478635605853,19.449081640758433,0.36147757271663494,1.871366342642691
3,0.39019542897959819,17.778379180645381,0.43403693931398418,1.7854721769493929
4,0.42596886394117872,16.257295681175393,0.48680738802006501,1.6889365924065221
5,0.46273600535899767,14.904479316150404,0.45910290245330426,1.7160360850885235
6,0.47300430610109617,13.697850958327262,0.50527704485488123,1.6097552065484442
7,0.4948658496585655,12.63388468738264,0.52110817941952503,1.5758398988316116
8,0.51838357067929475,11.637043680959918,0.5316622691292876,1.5464252931776021
9,0.52003974832024313,10.815904823270371,0.5237467018469657,1.5148880069677308
10,0.50910897652176523,10.07121835761056,0.55804749348232807,1.5067284792897568
11,0.53295793314965678,9.4050345103367157,0.51715039585699818,1.4931474367358124
12,0.5326266976806967,8.8402344892261127,0.57387862796833777,1.4753753981678341
13,0.54554488244100929,8.2859650937560847,0.55408970976253302,1.444450370554559
14,0.55415700569023318,7.8315853756680003,0.55936675477468245,1.4279723453647544
15,0.56707519049990374,7.4167425311057924,0.55936675469604835,1.4184260189061428
16,0.56707519050977528,7.0561788469878755,0.59102902382533595,1.3862854764455226
17,0.57204372312660123,6.7400882012720098,0.61477572559366755,1.3890563457182026
18,0.5902616761109023,6.4236306131735033,0.57255936675461738,1.3852533727962926
19,0.57999337533918904,6.1667471268430534,0.62137203166226918,1.3369498907104331
20,0.59291156007975843,5.9268750749545687,0.62005277048786589,1.2623007671814166
21,0.59788009270645603,5.6987331467142326,0.61213720324486098,1.3063099201876758
22,0.5978800927953003,5.5158682814020317,0.60949868058151813,1.2966965043764944
23,0.61146074865147859,5.2959269021038349,0.62005277052718288,1.2655566503001392
24,0.60980457101053021,5.1486503104177999,0.62005277052718288,1.2908649029392052
25,0.61278569070500777,5.0193477297666336,0.63060686023694545,1.2098003717085302
26,0.62504140446817058,4.8571413300139259,0.60817941952506593,1.2924566004710336
27,0.62139781380615788,4.7298207932175611,0.65171503973510458,1.2029839722650977
28,0.63299105669062983,4.626664943353906,0.63984168881162173,1.1846542012408414
29,0.64524677053276536,4.4850787576281812,0.6424802112390624,1.2246050472938921
